journee,date,domicile,classement_dom,bonus_dom,score_dom,exterieur,classement_ext,bonus_ext,score_ext,score,lien_feuille_match
j22,samedi 13 avril,FC Grenoble Rugby,13e,,19,RC Toulon,9e,Bd,18,19 - 18,https://top14.lnr.fr/feuille-de-match/2018-2019/j22/8692-grenoble-toulon
j22,dimanche 14 avril,Racing 92,4e,,26,Montpellier Hérault Rugby,6e,Bd,25,26 - 25,https://top14.lnr.fr/feuille-de-match/2018-2019/j22/8693-racing-92-montpellier
j22,dimanche 14 avril,Stade Toulousain,1e,,47,ASM Clermont,2e,Bd,44,47 - 44,https://top14.lnr.fr/feuille-de-match/2018-2019/j22/8694-toulouse-clermont
j23,samedi 27 avril,Section Paloise,11e,,29,Racing 92,4e,Bd,27,29 - 27,https://top14.lnr.fr/feuille-de-match/2018-2019/j23/8695-pau-racing-92
j23,samedi 27 avril,Castres Olympique,7e,Bd,20,Stade Toulousain,1e,,21,20 - 21,https://top14.lnr.fr/feuille-de-match/2018-2019/j23/8696-castres-toulouse
j23,samedi 27 avril,Montpellier Hérault Rugby,6e,Bo,47,FC Grenoble Rugby,13e,,12,47 - 12,https://top14.lnr.fr/feuille-de-match/2018-2019/j23/8697-montpellier-grenoble
j23,samedi 27 avril,SU Agen,12e,,25,LOU Rugby,3e,,15,25 - 15,https://top14.lnr.fr/feuille-de-match/2018-2019/j23/8698-agen-lyon
j23,samedi 27 avril,USA Perpignan,14e,,29,Stade Rochelais,5e,Bo,49,29 - 49,https://top14.lnr.fr/feuille-de-match/2018-2019/j23/8699-perpignan-la-rochelle
j23,dimanche 28 avril,RC Toulon,9e,Bo,45,Union Bordeaux-Bègles,10e,,17,45 - 17,https://top14.lnr.fr/feuille-de-match/2018-2019/j23/8700-toulon-bordeaux-begles
j23,dimanche 28 avril,Stade Français Paris,8e,,25,ASM Clermont,2e,Bo,41,25 - 41,https://top14.lnr.fr/feuille-de-match/2018-2019/j23/8701-paris-clermont
j24,samedi 04 mai,Stade Toulousain,1e,Bo,83,Section Paloise,11e,,6,83 - 6,https://top14.lnr.fr/feuille-de-match/2018-2019/j24/8702-toulouse-pau
j24,samedi 04 mai,Castres Olympique,7e,Bd,9,Montpellier Hérault Rugby,6e,,12,9 - 12,https://top14.lnr.fr/feuille-de-match/2018-2019/j24/8704-castres-montpellier
j24,samedi 04 mai,FC Grenoble Rugby,13e,,11,SU Agen,12e,,29,11 - 29,https://top14.lnr.fr/feuille-de-match/2018-2019/j24/8705-grenoble-agen
j24,samedi 04 mai,ASM Clermont,2e,Bo,35,USA Perpignan,14e,,13,35 - 13,https://top14.lnr.fr/feuille-de-match/2018-2019/j24/8703-clermont-perpignan
j24,samedi 04 mai,Stade Rochelais,5e,,30,RC Toulon,9e,,21,30 - 21,https://top14.lnr.fr/feuille-de-match/2018-2019/j24/8706-la-rochelle-toulon
j24,dimanche 05 mai,LOU Rugby,3e,Bo,34,Union Bordeaux-Bègles,10e,,10,34 - 10,https://top14.lnr.fr/feuille-de-match/2018-2019/j24/8707-lyon-bordeaux-begles
j24,dimanche 05 mai,Racing 92,4e,Bd,23,Stade Français Paris,8e,,27,23 - 27,https://top14.lnr.fr/feuille-de-match/2018-2019/j24/8708-racing-92-paris
j25,samedi 18 mai,Section Paloise,11e,Bo,22,FC Grenoble Rugby,13e,,0,22 - 0,https://top14.lnr.fr/feuille-de-match/2018-2019/j25/8709-pau-grenoble
j25,samedi 18 mai,SU Agen,12e,,10,Castres Olympique,7e,,17,10 - 17,https://top14.lnr.fr/feuille-de-match/2018-2019/j25/8710-agen-castres
j25,samedi 18 mai,USA Perpignan,14e,,14,Racing 92,4e,Bo,52,14 - 52,https://top14.lnr.fr/feuille-de-match/2018-2019/j25/8711-perpignan-racing-92
j25,samedi 18 mai,LOU Rugby,3e,,29,Stade Rochelais,5e,,19,29 - 19,https://top14.lnr.fr/feuille-de-match/2018-2019/j25/8712-lyon-la-rochelle
j25,dimanche 19 mai,Montpellier Hérault Rugby,6e,Bo,42,Stade Français Paris,8e,,25,42 - 25,https://top14.lnr.fr/feuille-de-match/2018-2019/j25/8713-montpellier-paris
j25,dimanche 19 mai,Union Bordeaux-Bègles,10e,,36,Stade Toulousain,1e,,43,36 - 43,https://top14.lnr.fr/feuille-de-match/2018-2019/j25/8714-bordeaux-begles-toulouse
j25,dimanche 19 mai,RC Toulon,9e,Bo,32,ASM Clermont,2e,,11,32 - 11,https://top14.lnr.fr/feuille-de-match/2018-2019/j25/8715-toulon-clermont
j26,samedi 25 mai,ASM Clermont,2e,Bd,27,Montpellier Hérault Rugby,6e,,28,27 - 28,https://top14.lnr.fr/feuille-de-match/2018-2019/j26/8716-clermont-montpellier
j26,samedi 25 mai,Castres Olympique,7e,,16,RC Toulon,9e,,25,16 - 25,https://top14.lnr.fr/feuille-de-match/2018-2019/j26/8717-castres-toulon
j26,samedi 25 mai,FC Grenoble Rugby,13e,Bd,23,LOU Rugby,3e,,24,23 - 24,https://top14.lnr.fr/feuille-de-match/2018-2019/j26/8718-grenoble-lyon
j26,samedi 25 mai,Stade Français Paris,8e,,31,Section Paloise,11e,,17,31 - 17,https://top14.lnr.fr/feuille-de-match/2018-2019/j26/8719-paris-pau
j26,samedi 25 mai,Stade Rochelais,5e,Bo,81,Union Bordeaux-Bègles,10e,,12,81 - 12,https://top14.lnr.fr/feuille-de-match/2018-2019/j26/8720-la-rochelle-bordeaux-begles
j26,samedi 25 mai,Stade Toulousain,1e,Bo,47,USA Perpignan,14e,,7,47 - 7,https://top14.lnr.fr/feuille-de-match/2018-2019/j26/8721-toulouse-perpignan
j26,samedi 25 mai,SU Agen,12e,,3,Racing 92,4e,Bo,35,3 - 35,https://top14.lnr.fr/feuille-de-match/2018-2019/j26/8722-agen-racing-92
barrages,vendredi 31 mai,Racing 92,4e,,13,Stade Rochelais,5e,,19,13 - 19,https://top14.lnr.fr/feuille-de-match/2018-2019/barrages/8723-racing-92-la-rochelle
barrages,samedi 01 juin,LOU Rugby,3e,,21,Montpellier Hérault Rugby,6e,,16,21 - 16,https://top14.lnr.fr/feuille-de-match/2018-2019/barrages/8724-lyon-montpellier
match-daccession,dimanche 02 juin,CA Brive,13e,,28,FC Grenoble Rugby,,,22,28 - 22,https://top14.lnr.fr/feuille-de-match/2018-2019/match-daccession/8725-brive-grenoble
demi-finales,samedi 08 juin,Stade Toulousain,1e,,20,Stade Rochelais,5e,,6,20 - 6,https://top14.lnr.fr/feuille-de-match/2018-2019/demi-finales/8726-toulouse-la-rochelle
demi-finales,dimanche 09 juin,ASM Clermont,2e,,33,LOU Rugby,3e,,13,33 - 13,https://top14.lnr.fr/feuille-de-match/2018-2019/demi-finales/8727-clermont-lyon
finale,samedi 15 juin,Stade Toulousain,1e,,24,ASM Clermont,2e,,18,24 - 18,https://top14.lnr.fr/feuille-de-match/2018-2019/finale/8728-toulouse-clermont
